,Cluster 1
alpha,0.05
threshold,5.034921102284557
p value,2.573531471261603e-07
Significance start time [ms],38.9773580438645
Significance end time [ms],57.647312615323216
Centroid time [ms],48.16496228736165
Centroid t-value,5.754729010740808
Maximum,6.3391381379401315
Area above threshold,15.079123081274275
Area above x axis,109.0808713318058
