,Cluster 1
alpha,0.05
threshold,4.548711466092303
p value,0.006301556016350629
Significance start time [ms],23.01729152583803
Significance end time [ms],33.04455035410641
Centroid time [ms],28.395820358039533
Centroid t-value,4.758881883337009
Maximum,4.933399215957471
Area above threshold,2.5182401604443143
Area above x axis,48.12934736606398
