,Cluster 1
alpha,0.05
threshold,4.38064346645932
p value,8.672679574495135e-07
Significance start time [ms],13.413171703787075
Significance end time [ms],39.92283304648823
Centroid time [ms],25.94013604541102
Centroid t-value,5.978261322392142
Maximum,7.184266612677715
Area above threshold,44.640271042253914
Area above x axis,160.76964580120693
