,Cluster 1
alpha,0.05
threshold,4.5926205291386495
p value,3.6320235707876236e-10
Significance start time [ms],14.024652563727797
Significance end time [ms],49.454552441156935
Centroid time [ms],31.861953729198753
Centroid t-value,8.213132656595336
Maximum,9.985113412911824
Area above threshold,133.86992088007992
Area above x axis,296.5860064024879
