,Cluster 1
alpha,0.05
threshold,4.482198951280834
p value,0.01671055488257156
Significance start time [ms],27.927703602390203
Significance end time [ms],35.547652757406034
Centroid time [ms],31.550653449351362
Centroid t-value,4.567256054042032
Maximum,4.648525190190926
Area above threshold,0.8375627466881923
Area above x axis,34.99169085811343
