,Cluster 1
alpha,0.05
threshold,4.681927636218452
p value,4.221768057810493e-06
Significance start time [ms],14.928057816377851
Significance end time [ms],37.13768331852187
Centroid time [ms],26.44123929998823
Centroid t-value,6.311147412954491
Maximum,8.143431247805768
Area above threshold,40.68664815186989
Area above x axis,144.6705075804201
