,Cluster 1
alpha,0.05
threshold,4.5984367979229095
p value,0.0
Significance start time [ms],12.811009782331483
Significance end time [ms],54.17585464115941
Centroid time [ms],33.089543309715395
Centroid t-value,6.243046783803465
Maximum,7.149388961934765
Area above threshold,72.18330649255802
Area above x axis,262.39693123176465
