,Cluster 1
alpha,0.05
threshold,4.766353549570432
p value,2.637889906509372e-13
Significance start time [ms],15.933264384509478
Significance end time [ms],50.148138890629994
Centroid time [ms],33.25606260403225
Centroid t-value,9.92916913551434
Maximum,14.90867522191835
Area above threshold,190.952181915325
Area above x axis,354.03237046567943
