,Cluster 1
alpha,0.05
threshold,4.572465949868869
p value,8.456568778569817e-13
Significance start time [ms],14.286770264958035
Significance end time [ms],50.02188493328725
Centroid time [ms],31.08571370569853
Centroid t-value,8.751333603806733
Maximum,11.993676261314924
Area above threshold,158.67064674286613
Area above x axis,322.068241778461
