,Cluster 1
alpha,0.05
threshold,4.502055246029423
p value,2.394512366166168e-10
Significance start time [ms],14.100589332976543
Significance end time [ms],44.58513325458931
Centroid time [ms],29.549475159724825
Centroid t-value,5.155559827567888
Maximum,5.602963557645653
Area above threshold,20.88930186788801
Area above x axis,158.13240275299913
