,Cluster 1
alpha,0.05
threshold,4.468843063566476
p value,2.3082941003060853e-08
Significance start time [ms],13.216200769247822
Significance end time [ms],42.61519290667602
Centroid time [ms],27.795600129168843
Centroid t-value,6.113122878644543
Maximum,6.972472827310969
Area above threshold,50.889415222415835
Area above x axis,182.26889731160722
