,Cluster 1
alpha,0.05
threshold,4.595311320151344
p value,1.3797751331479091e-05
Significance start time [ms],39.00522812688996
Significance end time [ms],59.58584579085048
Centroid time [ms],49.54230572877961
Centroid t-value,5.16113543621549
Maximum,5.571413569583944
Area above threshold,12.42402903554553
Area above x axis,106.99837436245001
