,Cluster 1
alpha,0.05
threshold,4.660449443193902
p value,3.5860203695392556e-14
Significance start time [ms],17.75045927585222
Significance end time [ms],49.170115536255814
Centroid time [ms],33.369324394541984
Centroid t-value,6.368185049761124
Maximum,7.447217810185532
Area above threshold,58.00165291243067
Area above x axis,204.4313724365724
