,Cluster 1
alpha,0.05
threshold,4.555803039506855
p value,0.0
Significance start time [ms],17.123971440383066
Significance end time [ms],56.856468284454365
Centroid time [ms],36.990716471598894
Centroid t-value,6.033430299879359
Maximum,7.150080941358444
Area above threshold,60.498620980369594
Area above x axis,241.51205086978612
