,Cluster 1
alpha,0.05
threshold,4.369983283203283
p value,0.0
Significance start time [ms],13.708538991197056
Significance end time [ms],64.19330963508844
Centroid time [ms],39.304464332808045
Centroid t-value,9.065803118104906
Maximum,11.26845508478958
Area above threshold,248.6997781960515
Area above x axis,469.3173819662087
