,Cluster 1
alpha,0.05
threshold,4.6501534703670915
p value,4.440892098500626e-16
Significance start time [ms],15.363220968686793
Significance end time [ms],48.95150904675616
Centroid time [ms],31.683719554467725
Centroid t-value,5.004064661960363
Maximum,5.444133943766539
Area above threshold,12.337552942866523
Area above x axis,168.5282473127904
