,Cluster 1
alpha,0.05
threshold,6.456877784576841
p value,0.00017098103358148542
Significance start time [ms],16.77304962330937
Significance end time [ms],28.841320461903507
Centroid time [ms],22.49698392019338
Centroid t-value,7.113205237963018
Maximum,7.686600888722131
Area above threshold,9.119345235712458
Area above x axis,87.04269511168748
