S1-M1,S2-M3,S3-M5,S4-M7
0.00031525556267698293,0.00015809752737913835,0.0003160536087282444,0.00030786739033068794
0.00023668166020148103,2.9176015130331514e-05,0.0002642167814943172,0.00022487027042082802
0.0001125234841590728,-0.00014847424030174278,0.00016734705512289077,9.444763113527712e-05
-5.038496866943791e-05,-0.0003671440044017159,2.8735600422058093e-05,-7.580427677115222e-05
-0.00023699794068677736,-0.0006111637168299903,-0.00014072294234690922,-0.00026919647222039444
-0.00042277276141582966,-0.0008556931206446152,-0.0003209612338097848,-0.0004583675870653185
-0.0005727720358279703,-0.0010658252337651692,-0.0004814683628356078,-0.0006040714999510799
-0.0006412608049136135,-0.0011960934737516682,-0.0005804474610473551,-0.0006544560214598971
-0.0005718750959996323,-0.0011904495460876422,-0.000564512104274493,-0.0005449294863945001
-0.00029839743387488794,-0.0009827505340487812,-0.0003690003584195385,-0.00019867486404073165
0.00025387180146160246,-0.0004977585506123453,8.105548100695805e-05,0.00047217328417972006
0.001166205972289717,0.00034738136434319864,0.0008693120757422791,0.0015647206405331022
0.002524108998761163,0.0016412556618501037,0.0020859079787411343,0.003182950303720114
0.004414674001369012,0.00347599031047897,0.003824768277040187,0.005434920199613375
0.006923801730198368,0.005944875473942435,0.006180560674111428,0.008429663795034013
0.010133442772930538,0.009139940229086048,0.009245469524918726,0.01227395267323721
0.014119017867664252,0.013149608517198888,0.013105967530799163,0.017069081255710685
0.018947146966879495,0.018056552912634596,0.017839763064164706,0.022907822321813678
0.024673783482101044,0.02393583708600165,0.023513084535129066,0.029871678895429642
0.03134281004340453,0.03085340349618172,0.030178433511010856,0.038028526749663984
0.03898511123207112,0.038864923494337275,0.03787289867087423,0.0474307063699463
0.04761810196689435,0.04801498735759692,0.046617077581241825,0.05811358827132716
0.05724566169961662,0.05833657712931115,0.05641460780736884,0.0700946054261774
0.06785840729777474,0.06985074069940707,0.06725226795265313,0.08337272465338719
0.07943423282382318,0.08256637523894166,0.07910057689153889,0.09792831706432263
0.09193905165004719,0.09648003358947191,0.09191479845180905,0.11372338609288639
0.10532769260330448,0.11157568745365502,0.1056362503364966,0.13070211843285096
0.11954492255105953,0.12782441270345596,0.12019381981149523,0.14879173510241794
0.1345265878145472,0.14518399961226344,0.13550560266733638,0.16790363287351928
0.15020088143883814,0.1635985285238487,0.15148060279469738,0.1879348165668518
0.16648974972361885,0.18299798402621023,0.16802045318217843,0.20876962720851522
0.18331044868880744,0.2032980039773214,0.1850211411909415,0.23028176815382076
0.2005772504035037,0.22439987131064584,0.20237473848212323,0.25233662097114157
0.21820328272757916,0.2461908557616304,0.219971147132792,0.2747938264869684
0.2361024669540337,0.2685450002901049,0.2376998775873393,0.29751008622212727
0.2541914990809906,0.29132442480064136,0.2554518713573785,0.32034211829419745
0.2723918046908154,0.31438119007844745,0.27312137268743586,0.3431496825972364
0.2906313868804101,0.3375597301376483,0.29060784017854907,0.3657985752571338
0.3088464828717033,0.3606998238984886,0.30781787347664263,0.3881634838894672
0.32698294846626824,0.38364003969202354,0.32466711371417606,0.4101305940531202
0.34499730012013646,0.4062215508719398,0.3410820615769787,0.43159984358544
0.3628573610315902,0.42829218995988316,0.3570017455587719,0.45248673457188804
0.3805424786078919,0.4497105841281022,0.3723791666687263,0.47272363138499607
0.3980433040641992,0.47035019787961274,0.38718244553863745,0.4922604960505604
0.41536114868047164,0.49010310049145034,0.40139560380828965,0.5110650375111918
0.43250695337005246,0.508883276631044,0.4150189233156498,0.5291222774452189
0.4494999267713057,0.5266293086000712,0.42806884271523227,0.5464335605386889
0.46636592053087167,0.5433062776154287,0.4405773700195314,0.5630150601345737
0.48313561807409344,0.5589067588306912,0.4525910095736939,0.5788958499771867
0.4998426152683533,0.5734508195975331,0.46416922187031556,0.5941156286061766
0.5165214691723897,0.58698497165804,0.4753824535570839,0.6087221943122912
0.5332057860595096,0.5995800741923869,0.48630979244460376,0.6227687751401244
0.5499264133720457,0.6113282344026659,0.4970363178836961,0.636311320215898
0.5667097929161993,0.6223388039075454,0.5076502302168808,0.6494058560714449
0.5835765246734814,0.6327336205211388,0.5182398538109623,0.662106005327383
0.6005401821052644,0.6426416929106896,0.528890616084247,0.674460755880103
0.6176064107654413,0.6521935659323647,0.539682109440659,0.6865125571309773
0.6347723324259861,0.6615156323489227,0.5506853434469406,0.6982958058004279
0.6520262666683617,0.6707246681039325,0.5619602902581554,0.7098357671211775
0.6693477707651955,0.679922861278099,0.5735538167605001,0.7211479575385423
0.6867079865368927,0.6891935795726621,0.5854980821501451,0.732237992999861
0.7040702700862379,0.6985980799581032,0.5978094602059215,0.7431018837930744
0.7213910679367413,0.7081733105885979,0.6104880222945454,0.753726734440418
0.7386209925412797,0.717930893403205,0.6235175914644048,0.7640917871737868
0.7557060425685129,0.727857310313543,0.6368663513935379,0.7741697316157518
0.7725889093262501,0.7379152506254661,0.6504879682148886,0.7839281926816976
0.7892103099820681,0.748046016056315,0.6643231601988409,0.7933313041156126
0.8055102904077979,0.7581728255394042,0.6783016316731295,0.8023412766480684
0.8214294450872464,0.7682048176218984,0.6923442747510703,0.8109198771870593
0.8369100084205988,0.7780415160569036,0.7063655361043589,0.8190297479208409
0.8518967809899162,0.7875775063493878,0.7202758460661629,0.8266355105020495
0.8663378660185607,0.7967070692008181,0.7339840130540075,0.8337046190573083
0.8801852052261265,0.805328531570121,0.747399496618704,0.8402079450065556
0.8933949188341337,0.813348126392275,0.7604344863224821,0.8461200951659877
0.9059274701090172,0.8206831951463912,0.7730057301987353,0.8514194813375356
0.917747688365023,0.8272646194126362,0.7850360747805886,0.856088173959158
0.9288246934769475,0.8330384236268291,0.7964556974011253,0.8601115840611546
0.9391317679637924,0.8379665467837216,0.8072030291834768,0.8634780264593365
0.9486462191181995,0.8420268317436289,0.8172253822811607,0.8661782224735665
0.9573492643868214,0.8452123237799302,0.8264793061766652,0.868204802064315
0.9652259602276375,0.847530002703149,0.8349307044703502,0.86955186267249
0.9722651804296476,0.848999093830055,0.8425547456556657,0.8702146348590555
0.9784596367245316,0.8496491115947066,0.8493355996901925,0.8701892930636715
0.9838059242309446,0.8495177859625438,0.8552660280444411,0.8694729341045444
0.9883045677903431,0.8486490072037981,0.8603468498177624,0.8680637279245884
0.9919600426965152,0.847090901135602,0.8645863017969624,0.8659612266897391
0.9947807443139941,0.8448941175086785,0.8679993070063214,0.8631668020112273
0.9967788851800263,0.8421103820664592,0.8706066649374292,0.8596841678640627
0.9979703051238265,0.8387913313249316,0.8724341773967205,0.8555199401040658
0.9983741895363445,0.83498762150039,0.8735117265391157,0.8506841828109103
0.9980127027133796,0.8307482818743779,0.873872325692376,0.845190896519671
0.9969105560199399,0.8261202698862788,0.8735511684229386,0.8390584125222192
0.9950945425509665,0.8211481808131342,0.8725847062844956,0.8323096691681525
0.9925930785847193,0.815874068251943,0.8710097900207607,0.8249723586972236
0.9894357951747104,0.8103373410157867,0.8688629116128629,0.8170789449649464
0.9856532192997552,0.8045747151146333,0.8661795842192993,0.8086665622177167
0.9812765731549443,0.7986202135371725,0.8629938926149592,0.7997768120379395
0.9763377041298024,0.7925052189306453,0.8593382376698059,0.7904554793578091
0.9708691397412068,0.7862585927151617,0.8552432851906401,0.7807521890331147
