S1-M1,S2-M3,S3-M5,S4-M7
0.0002479493373410846,0.00023709963190102134,0.00032742090934085254,0.0003111021354948859
0.00025220355623821667,0.00019321868415904034,0.00028291698180480887,0.0002875904978712295
0.00022656229450315516,0.00011387383278353542,0.0001941976982918802,0.00022194050536383114
0.00016939879443389282,1.9693518512275597e-06,6.482427857332646e-05,0.00011518973792074222
8.405096098376289e-05,-0.00013341856239596192,-9.355982989098898e-05,-2.4108298779687572e-05
-1.9567592340687927e-05,-0.0002757232421778377,-0.00025940977822930906,-0.0001778605664052776
-0.0001234212388441337,-0.00039977759491943243,-0.0003997069199125629,-0.00031657957441945384
-0.00019998577657579327,-0.0004710118467913465,-0.00046876556045997195,-0.00039784660739468033
-0.0002111777402524886,-0.0004450438402180502,-0.00040753510125340366,-0.0003652373525608044
-0.00010768801283715555,-0.0002677241520296333,-0.00014348718744988561,-0.0001478373826778228
0.00017118822619706248,0.00012433073833604432,0.000408857398379286,0.00033955257061161126
0.0006971573298682552,0.0008027166329710976,0.0013467471470673025,0.0011954579287328686
0.001551931318010108,0.0018457633758628604,0.0027773894934773266,0.0025299969889994627
0.0028256276631936175,0.0033366620229953593,0.004815576029600186,0.004462397513603236
0.00461459922317801,0.005361282844540305,0.007580840268539776,0.00711783351993267
0.007018766071378132,0.008005785405308384,0.01119427007404796,0.010623696019325952
0.010138556024736638,0.011354129574866478,0.015775113433009927,0.015105449976700531
0.01407159116692952,0.015485596455393819,0.0214373242960512,0.02068226134800959
0.01890928131016243,0.020472422464124184,0.028286195406214132,0.027462601013783446
0.024733499936698523,0.026377640049600647,0.036415218290833086,0.03554004534075097
0.03161352178196084,0.03325320642081728,0.04590329779302301,0.04498949462886852
0.039603392475946915,0.04113848829823774,0.05681243044886714,0.055864019518235344
0.04873987906699154,0.05005915639268659,0.06918593343979865,0.06819252044528053
0.059041116586272285,0.06002652780520839,0.0830472846518849,0.08197834608078766
0.07050602228094978,0.07103737727517867,0.09839960565088196,0.09719896434062576
0.08311449926578002,0.08307421883667843,0.11522578942286137,0.11380671683580483
0.09682839951646253,0.09610603824618182,0.13348924490660524,0.13173061915807796
0.11159316705177723,0.1100894346537814,0.15313520205523296,0.15087910117405204
0.1273400402887135,0.12497010934923648,0.17409249593937973,0.17114352004865316
0.14398866172274177,0.14068462238809976,0.19627572800275467,0.19240223011907281
0.16144992608123634,0.1571623266738979,0.21958768881675403,0.21452496268469293
0.17962889627609416,0.17432738504525405,0.24392192092933787,0.2373772578473958
0.19842762939236497,0.19210077936745396,0.2691653030770035,0.2608246998955486
0.21774778026344535,0.2104022306812507,0.2952005473391922,0.28473673530128457
0.23749288399990395,0.22915196434132434,0.3219085169269386,0.30898989442267505
0.25757025630834807,0.2482722714879018,0.34917029176835596,0.33347028970367165
0.27789248655807486,0.26768883573902913,0.3768689293476465,0.35807531946990684
0.29837852903254675,0.28733180956859666,0.4048908871943251,0.3827145624722565
0.31895441981038825,0.3071366370000786,0.4331270895441469,0.4073098998349849
0.339553659337125,0.3270446274342498,0.461473633546478,0.4317949445159853
0.36011730494603533,0.34700328998265406,0.4898321406421379,0.4561138913024803
0.3805938157391428,0.36696643962629855,0.5181097679587747,0.4802199215144644
0.400938687323579,0.386894087181776,0.5462189046783105,0.5040733060737429
0.42111390862831405,0.40675212565313174,0.5740765908063358,0.5276393496930598
0.4410872692107712,0.4265118269745749,0.6016037110251058,0.5508863096970172
0.46083154378042257,0.44614916594232934,0.6287240333949734,0.5737834077620276
0.48032358087150884,0.4656439924560801,0.655363179442178,0.5962990339355523
0.4995433239578662,0.48497907878503044,0.6814476257478754,0.6183992216168633
0.5184727949948522,0.5041390747905353,0.7069038444498776,0.6400464512414513
0.5370950716831291,0.5231094100010162,0.7316576883407704,0.6611988201507595
0.5553932901430478,0.5418751862524099,0.7556341136173259,0.681809596874715
0.5733497038404561,0.5604201074983428,0.7787573092913269,0.7018271595459201
0.59094482740381,0.5787254937426686,0.8009512679912872,0.7211952998203076
0.6081566904907311,0.5967694234458502,0.8221407912418882,0.7398538551234941
0.6249602222961931,0.6145260430765522,0.8422528774691462,0.7577396136955228
0.6413267819096685,0.6319650739388215,0.8612183977436882,0.7747874203158214
0.6572238438257352,0.649051535583967,0.8789739274176195,0.7909313982204191
0.6726148418226539,0.6657456928834808,0.8954635756157433,0.806106197201168
0.687459168525193,0.682003221233747,0.9106406425439321,0.8202481810298714
0.701712322712075,0.6977755724898462,0.9244689392975143,0.8332964795476733
0.7153261923271674,0.7130105141528517,0.9369236273663437,0.8451938508187514
0.7282494586972634,0.7276528069436002,0.9479914744384862,0.8558873242915229
0.7404281069577405,0.7416449817397043,0.9576704761950487,0.8653286238973162
0.7518060290935107,0.7549281761154136,0.9659688551952069,0.8734743972142623
0.7623257088144036,0.7674429932784543,0.9729035108152135,0.8802863002058808
0.7719289807912701,0.7791303516651997,0.9784980512353316,0.8857310041040893
0.7805578594634692,0.789932301236157,0.9827805830257866,0.8897802000128453
0.7881554336967229,0.7997927918033917,0.9857814608067865,0.8924106769115095
0.794666822529994,0.8086583885360662,0.9875312055888396,0.8936045399229371
0.8000401843663465,0.8164789390359054,0.9880587849144432,0.8933496186930004
0.8042277681862094,0.8232082040106649,0.9873904125138658,0.8916400918957816
0.8071869919298388,0.8288044687905315,0.9855489739577304,0.8884773253282119
0.8088815310852094,0.8332311552155284,0.9825541237601965,0.8838708905855748
0.8092824000050888,0.8364574524581586,0.9784230356387393,0.8778397022593977
0.8083690089788395,0.8384589809247712,0.9731717282245685,0.8704131874953805
0.8061301803646774,0.8392184954440253,0.9668168394280643,0.861632385731321
0.8025651057738066,0.8387266228370347,0.959377688081335,0.8515508706498804
0.7976842225139149,0.8369826156984913,0.9508784434776814,0.8402353915639844
0.7915099813225925,0.8339950906360142,0.9413502220404949,0.8277661468608785
0.7840774699924496,0.8297827076680764,0.9308329439432095,0.8142366258143546
0.7754348507391691,0.8243747401701014,0.9193768082803173,0.7997529843253822
0.7656435652622456,0.8178114830362134,0.9070432799209318,0.7844329519477933
0.7547782621625129,0.810144450767877,0.8939055207841843,0.7684042989244709
0.7429264076045122,0.8014363261731013,0.8800482393881517,0.751802920230225
0.7301875517125583,0.7917606328638542,0.8655669720019792,0.734770616595828
0.7166722391781422,0.7812011192657871,0.8505668440961643,0.7174526685438474
0.7025005713907414,0.7698508570635837,0.8351608902302127,0.6999953076226233
0.687800447277457,0.7578110717982014,0.8194680327173564,0.682543189053002
0.672705529106705,0.7451897368113898,0.8036108333410398,0.6652369625083949
0.6573529960874548,0.7320999731387101,0.787713137367021,0.648211024123956
0.6418811613060376,0.7186583066488319,0.7718977249751071,0.6315915150765915
0.6264270354759599,0.7049828392235598,0.7562840727742388,0.6154946124916432
0.6111239237772577,0.6911913927784558,0.740986308986878,0.6000251391806909
0.5960991398947506,0.6773996834193287,0.7261114227106248,0.5852755014095314
0.5814719147178646,0.6637195783530873,0.7117577632947981,0.5713249494007425
0.5673515666142863,0.6502574810332089,0.6980138431332221,0.558239143873663
0.5538359862861135,0.6371128813648402,0.6849574383469421,0.5460700036670436
0.5410104725584701,0.6243770985714836,0.6726549682887734,0.5348558044162723
0.5289469368613077,0.6121322353098719,0.6611611269078314,0.524621496347843
0.5177034748312328,0.6004503533740853,0.6505187362432058,0.5153792102471267
0.5073242849003275,0.5893928742114157,0.6407587935090762,0.5071289239634094
0.4978398976096913,0.5790102016218026,0.6319006868649366,0.499859266625442
0.48926766722904885,0.5693415593616962,0.6239525594737154,0.49354844321324204
0.4816124703052917,0.5604150327390701,0.6169118055967646,0.4881652675238204
0.4748675547657674,0.5522478005140814,0.6107656856010553,0.48367029617613505
0.4690154883043201,0.5448465414723843,0.6054920488102568,0.480017059324354
0.46402916527207916,0.5382079989634272,0.6010601544471159,0.4771533842803734
0.4598728454721481,0.5323196864808578,0.5974315818726474,0.4750228054830213
0.45650321352834916,0.5271607177536719,0.5945612221095098,0.4735660478445611
0.4538704608903385,0.5227027452631864,0.5923983431099614,0.47272256086268977
0.45191940141763964,0.5189109909384872,0.590887720994037,0.47243206924930264
0.4505906342143522,0.5157453515982409,0.5899708280681243,0.4726360940570002
0.44982176367901,0.5131615595961033,0.5895870655374409,0.4732793884405401
0.44954867765966144,0.511112376623506,0.5896750244802511,0.4743112261131027
0.44970687225451145,0.5095487963563542,0.5901737532213064,0.47568647961954297
0.45023279870726485,0.5084212299825667,0.5910240033071746,0.4773664305729037
0.4510651963445925,0.507680647613554,0.5921694205243038,0.47931926520537216
0.45214636724262597,0.507279647891024,0.5935576425438944,0.48152022549005286
0.4534233440927331,0.5071734274806265,0.5951412616261551,0.48395140742545256
0.45484890263727035,0.5073206216221697,0.5968786102195632,0.4866012218206342
0.4563823736893899,0.5076839869711486,0.5987343300377247,0.48946355655547824
0.4579902165935319,0.5082308995290546,0.6006796918489946,0.4925367002180879
0.45964632546732237,0.5089336446149718,0.6026926439290597,0.4958221030074864
0.4613320511420527,0.509769483491418,0.6047575814936313,0.49932306027705325
0.4630359348064251,0.5107204927602607,0.6068648463624755,0.5030434062951206
0.4647531633073255,0.5117731874463215,0.6090099839052914,0.5069863006290299
0.4664847701457864,0.5129179552798008,0.6111928009533716,0.5111531775477578
0.4682366196225636,0.5141483458099567,0.6134162819041321,0.515542911125475
0.47001822344485683,0.515460271054433,0.6156854292952746,0.5201512271004611
0.4718414484400033,0.5168511820724986,0.6180060990582409,0.5249703693592402
0.4737191799148858,0.5183192865681197,0.620383899649249,0.5299890068268772
0.47566400701127537,0.5198628659209779,0.6228232189979412,0.5351923480771318
0.47768699398425685,0.5214797366668276,0.6253264344734671,0.5405624181149895
0.47979659500781513,0.523166883207287,0.6278933493024668,0.5460784456591242
0.48199776051214926,0.5249202679205367,0.6305208841863933,0.5517173099600649
