,S1-M2,S2-M4,S3-M6,S4-M8
Dm:,7.30773787375342,7.04869399710871,7.38590796624435,6.76377095281267
Td:,22.46166364667801,23.365269857686542,20.8720551001237,22.331301707878612
Tc:,25.814455625700003,24.67226850575367,25.079362369673287,23.11420326939741
Ts:,165.27385287349804,49.12806189285766,56.16554358001331,50.61777450219182
Tr:,137.14285122329932,22.13158734896379,28.749932669369045,23.614913509751922
P1:,48.27611927237801,48.03753836344021,45.951417469796986,45.44550497727602
P2:,0.3520133848885325,2.170541932035858,1.5983139160097883,1.9244408817550411
P3:,0.13623638737965416,0.13205973523043626,0.1446596761457701,0.13394930611014805
RDD Max:,0.2684585888250606,0.2813090744524107,0.27552200134647387,0.27528605870372536
RDD Min:,-0.14128284708023875,-0.15400571576727984,-0.1522214230569401,-0.13524655223496396
RDD Peak to Peak:,0.4097414359052993,0.43531479021969055,0.42774342440341395,0.4105326109386893
RDD Max Time:,40.88471177944862,40.446115288220554,38.11528822055138,36.904761904761905
RDD Min Time:,67.74436090225564,68.96491228070175,64.97493734335839,66.15538847117794
Max to Min Time:,26.859649122807014,28.5187969924812,26.859649122807014,29.250626566416038
