,S1-M2,S2-M4,S3-M6,S4-M8
Dm:,4.39223760787506,7.49289115733437,7.80966440836209,6.381809892189
Td:,21.39746421262635,21.54435177805032,21.44573688299045,21.373441922884137
Tc:,19.846166038881254,22.769682972212507,22.9771534380457,22.04127636234171
Ts:,232.3835231288187,184.16256293071248,176.43192812280802,172.5185889401901
Tr:,207.0490717003521,155.38531656231626,147.48675101189278,145.21550679990148
P1:,41.243630251507604,44.31403475026283,44.42289032103615,43.414718285225845
P2:,0.199197368589011,0.28518804563165384,0.3011991925800444,0.29896750864939514
P3:,0.09584543899219583,0.1521775681136987,0.15822243705285177,0.1322968138416937
RDD Max:,0.21185435930941976,0.31062752292690476,0.3198687464467047,0.2743629621458844
RDD Min:,-0.10367640302895609,-0.13841803330140579,-0.13752181704625954,-0.13996875402524012
RDD Peak to Peak:,0.31553076233837585,0.44904555622831055,0.45739056349296425,0.4143317161711245
RDD Max Time:,32.15538847117794,32.81453634085213,32.9749373433584,32.32581453634085
RDD Min Time:,60.984962406015036,63.53383458646616,63.40601503759399,62.42606516290727
Max to Min Time:,28.829573934837093,30.719298245614034,30.43107769423559,30.10025062656642
