,S1-M9,S2-M25,S3-M41,S4-M57
Dm:,18.9338493849692,17.9052673837911,14.5507518347376,12.8415602527723
Td:,21.558109554045917,20.84932286680175,18.999812124984196,18.290987824027283
Tc:,24.842343434745114,23.085201272318166,23.399481556375854,22.82071609301326
Ts:,151.32395697415674,33.763445732527366,35.04565067852232,34.4615056987444
Tr:,127.59103980009553,11.562765849988203,11.93021636375471,11.821325422188899
P1:,46.40045298879103,43.934524139119915,42.39929368136005,41.11170391704054
P2:,0.36366545065773725,3.79965526493514,3.5539417214740294,3.4777575651434933
P3:,0.36724780360633014,0.36678992116505477,0.3088654436010352,0.2811219951091494
RDD Max:,0.7333555803047302,0.7439202217764032,0.5769956879345095,0.5196288428287605
RDD Min:,-0.6465484068961587,-0.7200750466772661,-0.5614727452558839,-0.506053119950252
RDD Peak to Peak:,1.379903987200889,1.4639952684536692,1.1384684331903934,1.0256819627790126
RDD Max Time:,39.30576441102757,36.794486215538846,34.68421052631579,33.205513784461154
RDD Min Time:,62.94486215538847,60.07518796992481,59.12531328320802,57.365914786967416
Max to Min Time:,23.639097744360903,23.280701754385966,24.441102756892235,24.160401002506262
