,S1-M2,S2-M4,S3-M6,S4-M8
Dm:,10.2720960734169,9.28945935892885,9.16380361375956,10.6072031245499
Td:,22.297963043933432,21.72325129154483,21.503332139500543,21.19850519854848
Tc:,29.043766023644377,24.001836999094554,23.477536364779482,24.5342295160537
Ts:,134.28333333400445,173.2715598033343,173.11187675363047,155.48296522936388
Tr:,84.19783358817145,121.95386231205892,127.53716116382145,110.06073046443801
P1:,51.34172906757781,45.725088290639384,44.980868504280025,45.73273471460218
P2:,0.6097749417010008,0.3749375987259572,0.3526883309445951,0.41552272569532867
P3:,0.1800657405578757,0.18284302415983497,0.18335402420250835,0.20874506787469188
RDD Max:,0.32699273669339934,0.37760156155610947,0.37852394215654295,0.4104668487501342
RDD Min:,-0.1747450769574641,-0.1199008187108106,-0.12381377602080335,-0.1634564799493603
RDD Peak to Peak:,0.5017378136508635,0.49750238026692006,0.5023377181773463,0.5739233286994945
RDD Max Time:,35.265664160401,32.45614035087719,32.553884711779446,32.87468671679198
RDD Min Time:,92.20551378446115,88.63408521303258,84.44611528822055,86.16541353383458
Max to Min Time:,56.939849624060145,56.177944862155385,51.89223057644111,53.290726817042604
