,S1-M9,S2-M25,S3-M41,S4-M57
Dm:,15.4693082361493,14.9780797111652,15.681375000727,14.2612437445966
Td:,25.697997932208818,25.041865131895843,26.143013237676445,26.535289489235872
Tc:,32.78597471916471,28.915750355729717,32.87921518083225,31.96800561551232
Ts:,138.60393937004423,126.15929814905988,114.91174632744185,70.46227383523564
Tr:,91.45717232998639,75.1664698168412,74.228030523021,26.618354562973764
P1:,58.483972651373534,53.95761548762556,59.02222841850869,58.50329510474819
P2:,0.639468410857463,0.7178415538085606,0.7951474396212573,2.1978554296562907
P3:,0.2380545777135643,0.24983075360585932,0.23911732712939304,0.21939139235074007
RDD Max:,0.48560169031811196,0.507627495567214,0.4654020381377961,0.3961017583396309
RDD Min:,-0.26245215777790065,-0.15648812832328574,-0.28865516188806595,-0.2690734945190201
RDD Peak to Peak:,0.7480538480960126,0.6641156238904997,0.7540572000258621,0.665175252858651
RDD Max Time:,39.794486215538846,38.99498746867168,41.9749373433584,44.3859649122807
RDD Min Time:,94.45614035087719,93.93483709273183,89.50375939849624,94.86466165413533
Max to Min Time:,54.661654135338345,54.939849624060145,47.528822055137844,50.478696741854634
