,S1-M9,S2-M25,S3-M41,S4-M57
Dm:,9.06215290767825,9.23541115872501,9.92961266487179,9.42648863771292
Td:,21.39927568337508,20.70154684331428,21.236972376765625,21.18231009541362
Tc:,23.347184022642935,21.986819516661495,21.914637025455864,22.034366242044
Ts:,56.83794588972216,53.38902082515508,53.07004580218482,52.280512068535245
Tr:,30.66116531505901,28.660367590635744,27.605981247335187,27.24310321618946
P1:,44.746459706018015,42.688366359975774,43.15160940222149,43.21667633745762
P2:,1.4593854880016943,1.4894563450722602,1.5631253609717977,1.5863345667528697
P3:,0.18227000907992552,0.19471042702270383,0.20709891293010602,0.19630939935536748
RDD Max:,0.36774785840268465,0.40449715786032714,0.4340999685229728,0.408437199143725
RDD Min:,-0.2066125527523326,-0.22734567886708135,-0.21087269252592478,-0.22187225530696253
RDD Peak to Peak:,0.5743604111550172,0.6318428367274085,0.6449726610488975,0.6303094544506875
RDD Max Time:,34.416040100250626,33.31578947368421,33.664160401002505,33.70426065162907
RDD Min Time:,61.81453634085213,59.43609022556391,59.824561403508774,60.00501253132832
Max to Min Time:,27.398496240601503,26.120300751879697,26.16040100250627,26.30075187969925
