,S1-M2,S2-M4,S3-M6,S4-M8
Dm:,6.79458539545572,5.93701854006138,8.42847723299939,6.63800784675709
Td:,22.216052203786507,22.267286397174903,22.130811894577985,21.657963938518748
Tc:,30.45155490443194,27.228411441821432,25.70559515955065,24.066591183496378
Ts:,36.307275666049286,31.841647816990267,37.30525801108895,35.901843116048035
Tr:,9.342502034885356,8.19564284846048,11.388246948584623,10.337883977920782
P1:,52.66760710821845,49.495697838996335,47.836407054128635,45.724555122015126
P2:,5.637419923651613,6.03926973810162,4.200506651295785,4.423009120596798
P3:,0.11610793031369601,0.10795517427466969,0.15857439922517666,0.13065642839256328
RDD Max:,0.2379476847119335,0.2329749102313059,0.3099887185114145,0.24942315984089336
RDD Min:,-0.3583109517418279,-0.36873408659604934,-0.3218606965303934,-0.2876507951283429
RDD Peak to Peak:,0.5962586364537614,0.6017089968273552,0.6318494150418079,0.5370739549692363
RDD Max Time:,45.854636591478695,43.27568922305765,40.59398496240601,37.21553884711779
RDD Min Time:,77.46616541353383,72.30576441102757,69.96491228070175,68.39598997493735
Max to Min Time:,31.611528822055135,29.03007518796992,29.37092731829574,31.18045112781956
