S1-M1,S2-M3,S3-M5,S4-M7
0.0010840192172133,0.0004741264257526,0.002042797923074,0.0025128816920228
0.0010522309391025,0.0010827880878944,0.0025204596314904,0.0029613589036503
0.0008686577722221,0.0016745815733414,0.0027767382834893,0.0031706593604101
0.0005484177288909,0.002188253390192,0.0027456904100852,0.0030924421446152
0.0001486053534597,0.0025678115751894,0.0023933812605675,0.0027200089081242
-0.0002177333403968,0.002775088118915,0.0017365888582602,0.002107834014712
-0.0003670597601605,0.0028050204695265,0.0008630071742831,0.0013920505968262
-3.09133950950398e-05,0.0027030800901808,-4.8169535962281e-05,0.0008106992197887
0.001157639893848,0.0025839878825987,-0.0007065935084075,0.0007223983560511
0.0036758541088715,0.002650588996921,-0.0006934718770646,0.001622027890961
0.0081205802504502,0.0032115394038608,0.000551906059378,0.0041520387586116
0.0152141009622262,0.0046963106385048,0.0037404389434456,0.0091081179646062
0.0258056668988294,0.0076659734545499,0.009735072070221,0.0174381463452706
0.0408679290235356,0.0128182980748363,0.019545306497293,0.0302336764943584
0.0614875535155552,0.020985921805157,0.0343137729586217,0.0487135128235894
0.0888494554758201,0.0331266824877557,0.05529469877575,0.0741993713999309
0.124214309441796,0.0503056779167654,0.083824543998197,0.108084008401184
0.168889298218394,0.0736691482055809,0.121285534732529,0.151792608440463
0.224192442819199,0.104410840171305,0.169063245467272,0.206738596707194
0.291411293562782,0.143732047965611,0.228499748135499,0.274275364539641
0.37175721672455,0.192796986136121,0.300844128324304,0.355645662520507
0.466316933973112,0.252685504390003,0.387202351708047,0.451930607788835
0.576003315552249,0.324345374578676,0.488488541567818,0.564000367074715
0.701507655870377,0.40854645987874,0.605379708309734,0.692468613537505
0.843255750430197,0.505839016258493,0.738275869591764,0.837652816800891
1.00137004002123,0.616518190592706,0.887267332445695,0.999542313481843
1.17563989844763,0.740596490354484,1.05211069042732,1.17777591731594
1.36550182913534,0.87778563336339,1.23221482646152,1.37163055756057
1.57003092512447,1.02748876876628,1.42663790628954,1.58002207657221
1.78794446208273,1.18880361422204,1.63409599499997,1.80151887166541
2.01761796411198,1.36053659631612,1.85298352661959,2.03436853732888
2.25711353754736,1.54122762523399,2.08140540435874,2.27653706267864
2.50421973794219,1.729184691946,2.31722001373511,2.52575948647764
2.75650174594821,1.92252705633315,2.5580919082146,2.77960024277539
3.01136019951485,2.11923540827465,2.80155240334886,3.03552079343969
3.26609667742057,2.31720704561284,3.04506582757071,3.29095159915199
3.51798356229354,2.51431384524151,3.28609877159535,3.54336509006361
3.76433583630307,2.70846063480396,3.52218940291531,3.79034611707156
4.00258228347206,2.89764153175774,3.75101381121734,4.02965643476382
4.23033359019845,3.07999192489168,3.97044645466062,4.25929010413277
4.44544494738747,3.25383403561371,4.17861209475553,4.47751729528419
4.64607095609547,3.41771439711713,4.37392712310955,4.68291477635186
4.83071091196104,3.57043209481249,4.55512885548312,4.8743823268923
4.99824287812689,3.71105717405565,4.72129213499913,5.05114532338709
5.14794533892981,3.83893918801693,4.87183337066425,5.21274470953353
5.2795056471938,3.95370637675182,5.00650285919536,5.35901638170511
5.3930149288842,4.05525639210823,5.12536682404231,5.49006259963143
5.48894958304456,4.14373977925003,5.22878100035924,5.60621830999729
5.56814000325756,4.21953757997052,5.31735777159951,5.7080152210197
5.63172763687373,4.28323444129564,5.3919288287951,5.79614610937224
5.6811119737238,4.33558851821349,5.45350511570675,5.87143124177691
5.71788949707011,4.37749928729951,5.50323550466424,5.93478805114876
5.7437870130342,4.40997418122887,5.54236529438408,5.9872044373248
5.76059207565585,4.43409475657744,5.5721953055935,6.02971537859468
5.77008341833653,4.45098295712291,5.5940421300069,6.06338203666816
5.77396436658534,4.46176795793715,5.60919999428908,6.08927227738502
5.77380212436417,4.4675540812077,5.61890473421234,6.1084415367521
5.77097558623819,4.46939035445465,5.6243005069474,6.1219132188031
5.76663392845009,4.46824241031297,5.62641004902309,6.1306582591836
5.76166768493322,4.46496756529536,5.62610944885365,6.13557403447135
5.75669334523152,4.46029401626589,5.62410848344526,6.1374633348137
5.75205176125959,4.45480511220945,5.62093752399563,6.13701454665108
5.74781987162851,4.44892956068855,5.61694182580816,6.13478444140201
5.74383450590614,4.44293819840478,5.61228369267693,6.13118500282813
5.73972637793982,4.43694760458077,5.60695257595078,6.12647555729265
5.73496187214835,4.43093040169765,5.60078268131192,6.12076113424781
5.72888990997383,4.42473162711144,5.59347716762317,6.1139975340109
5.72079107542466,4.41809013454008,5.58463758738874,6.10600307865827
5.70992627582794,4.41066365209438,5.57379688488204,6.09647653193719
5.69558249215453,4.40205592101712,5.56045407044491,6.08502025113003
5.67711359187777,4.39184428186222,5.54410864706524,6.07116731995674
5.65397468652804,4.37960615711515,5.52429297973458,6.05441122923595
