S1-M1,S2-M3,S3-M5,S4-M7
0.0045182730074269,0.0050122862801712,0.0057453309195766,0.005849976911107
0.0042903214036623,0.0051477323790316,0.0060256827513838,0.0064474499716017
0.0035397009670199,0.0047414997821495,0.0056769464361696,0.006440597599535
0.0022798841863701,0.0037883192105471,0.0046469693230324,0.005736099458433
0.0006123139162064,0.0023861755438184,0.002980220134244,0.0043246265243277
-0.0012532650706177,0.0007664398165719,0.0008482801515598,0.0023125612138108
-0.002982164229598,-0.0006785929158317,-0.001422530840659,-4.7988378174537e-05
-0.0041037255660605,-0.0013733414826752,-0.0033291919170422,-0.0023336568760041
-0.0040076577362793,-0.0005443309736969,-0.0041784627461379,-0.0039316230626971
-0.0019491236735767,0.0027843080388578,-0.0030843178980128,-0.0040314245419999
0.0029365501627898,0.0097833432243356,0.001021701252182,-0.0016290323572097
0.011609329895091,0.021797746292193,0.0093660552664719,0.0044552623852766
0.0250906369032164,0.0403124827681343,0.0232945580975837,0.0155445279076575
0.0444215568245368,0.0669054829373956,0.0442205455540684,0.0330589282987807
0.0706152134441026,0.103189553326932,0.0735621126056338,0.0584572230923229
0.104606112261623,0.150745995813394,0.112671810257907,0.093168942474236
0.14719977574279,0.21105355131904,0.162763126280783,0.138521220231735
0.19902627020115,0.285416886198531,0.224838692942629,0.195665068652091
0.260501211481569,0.374899125078005,0.29962539285349,0.265506305095098
0.331797511615544,0.480262868838421,0.387521335958093,0.348646319854525
0.412830504406586,0.601923719878478,0.488559063762162,0.445337391607303
0.503258209293719,0.739919601212876,0.602388346955171,0.555456346171665
0.602497429467111,0.8938981617754,0.728280658081007,0.678499098652755
0.709755218638661,1.06312338769527,0.865155923433921,0.81359713244216
0.824074086661513,1.24650127914238,1.01163060154393,0.959555380418753
0.944388243256474,1.44262319791261,1.16608461420243,1.11490941504103
1.06958728863172,1.64982433194262,1.32674327804461,1.27799844752991
1.1985831206601,1.86625374139101,1.49176924772676,1.44704948859713
1.3303754907062,2.08995171750815,1.65935867042946,1.62026721698426
1.46411163224473,2.31892975446536,1.82783533381006,1.79592369079109
1.59913571388657,2.55124833635753,1.99573660938051,1.9724420428798
1.73502451479495,2.78508797846117,2.16188546148081,2.14846871994576
