S1-M1,S2-M3,S3-M5,S4-M7
0.0015702546413618,0.0024440574918824,0.0024036669212344,0.003911613803553
0.0018447415154057,0.0040188185866041,0.0035243745469213,0.0052014903136911
0.0019068083848969,0.0054422649699362,0.0044374239199254,0.0061793320400296
0.0017141909460084,0.0065526644357571,0.0050337314996484,0.0067088672070469
0.0012608219846319,0.0072132103603968,0.0052483713340101,0.0067028156139821
0.0005945921959496,0.0073446211878163,0.0050927175908298,0.006156536824186
-0.0001637093888139,0.0069626606673551,0.0046902529510345,0.0051845027814061
-0.0008013549237927,0.0062185316968162,0.0043140172595334,0.0040573219280524
-0.0009958032080327,0.0054394464453635,0.0044231318023991,0.0032366061777701
-0.0002993743948964,0.0051661481732831,0.0056954170901203,0.0034046980580818
0.0018721099226473,0.0061838248256216,0.0090528841264359,0.0054862105118605
0.0062453667188105,0.0095427755391887,0.0156768735291784,0.010658513330166
0.0136891780330125,0.016565421592219,0.0270098848654861,0.0203487487449763
0.0252064714128075,0.0288368248341017,0.0447417023888882,0.0362156715694722
0.0419183792744592,0.0481767891306614,0.0707782777351359,0.0601155535364327
0.0650401456079873,0.0765928328568153,0.107192935161645,0.0940525007781428
0.0958492568931536,0.116214747823491,0.156160742949667,0.14011471018154
0.135646714260272,0.169212978566888,0.219878234011529,0.200399315970469
0.185712891892002,0.237704518362628,0.300471926769824,0.276929430744506
0.247259892469078,0.323651274344469,0.399900160733418,0.371567663574535
0.32138266475302,0.428756771401957,0.51985350965427,0.485930738990913
0.409011350382991,0.554367546258808,0.661659400078572,0.621309830139977
0.510867352217229,0.701385579325886,0.826196524359201,0.778600886369994
0.627425461790614,0.870197623319452,1.01382421728232,0.958248639540012
0.758884066532599,1.06062636160595,1.22433121636424,1.16020718688629
0.905145012961679,1.27190704910424,1.45690721549901,1.38391914313233
1.06580417465847,1.50269175957977,1.7101394237514,1.62831439488801
1.24015320988583,1.75108169937701,1.98203502949006,1.89182853096557
1.42719243498626,2.01468636278301,2.27006911641684,2.17244010857534
1.6256542193562,2.29070670607167,2.57125625216666,2.46772508453985
1.83403584977741,2.57603810344313,2.88224274023299,2.77492602157531
2.05064043154296,2.86738770159675,3.19941545670854,3.09103309279115
2.27362409934838,3.16139997491286,3.51902234151876,3.41287346547571
2.50104760527507,3.45478384305987,3.83729902346097,3.73720535478631
2.73093023426491,3.7444346674023,4.15059575720457,4.06081290200148
2.96130396742097,4.02754478851789,4.45549884845081,4.38059804981367
3.19026586621015,4.30169697763424,4.74894103292911,4.69366575454387
3.41602677859628,4.56493620114615,5.02829583227444,4.99739918561638
3.63695465990351,4.81581637243959,5.29145170011096,5.28952200857706
3.85161104302556,5.05342020875151,5.53686275356844,5.5681454203027
4.05877947064706,5.2773518360008,5.76357401459273,5.83179829081962
4.25748500532878,5.4877033050519,5.97122031508552,6.07943954553203
4.44700425562518,5.68499761772967,6.15999930100073,6.31045276620831
4.62686569712289,5.87011213660828,6.33062025109205,6.52462386115422
4.79684042758643,6.04418730323893,6.48423165018007,6.72210350884096
4.95692387295955,6.20852635707177,6.62233156372237,6.90335686372784
5.10730934589098,6.36449218421557,6.74666578499353,7.06910367539903
5.24835473259508,6.51340749833934,6.85911940244555,7.22025246174716
5.38054392388304,6.65646425153634,6.96160780241026,7.35783264906756
5.50444488890692,6.79464749956815,7.05597313415756,7.48292861278249
5.62066649712878,6.92867793731072,7.14389189446316,7.59661930457627
5.72981631245393,7.05897603582013,7.22679853826968,7.69992663789529
5.83246160303567,7.18564923482437,7.30582892236141,7.79377504991616
5.92909571975954,7.30850207307244,7.38178600413629,7.87896371432612
6.02011178366431,7.42706758117111,7.45512864273613,7.95615181923701
6.1057852777765,7.54065682423323,7.52598270620637,8.02585624115142
6.18626665934285,7.6484222661384,7.59417211339332,8.08845994299122
6.26158450314825,7.74942972577211,7.65926607303275,8.14422860551072
6.33165897956699,7.84273318618093,7.72063775210885,8.19333245769399
6.39632470329664,7.92744665419416,7.77752900996614,8.23587006752975
6.45536121818127,8.00280766977167,7.82911573236489,8.27189101700269
6.50852868195459,8.06822790743178,7.87456870141546,8.30141489734447
6.55560576192975,8.12332752918047,7.9131058025802,8.32444486088992
6.59642642653405,8.16795143426782,7.94403260730017,8.34097495306484
6.63091228133581,8.20216717334101,7.96676984323533,8.35099149230838
6.65909738746062,8.22624590555919,7.98086780606021,8.35446972534327
6.68114311377899,8.240629227497,7.98600919721746,8.3513677275714
6.697341470252,8.2458858545068,7.98200302148501,8.34161994272847
6.70810646798665,8.24266287665826,7.96877291234714,8.32513281161187
6.71395423914367,8.23163657008031,7.94634349486328,8.30178463390513
