,Cluster 1
alpha,0.05
threshold,4.552881948749134
p value,2.6338133941594677e-06
Significance start time [ms],36.88607236501241
Significance end time [ms],58.2630285542328
Centroid time [ms],47.85738588872128
Centroid t-value,6.549875071339237
Maximum,8.373388831659515
Area above threshold,47.849197640748486
Area above x axis,145.17595559385106
