,Cluster 1
alpha,0.05
threshold,4.703362645269028
p value,0.0
Significance start time [ms],13.782441845357686
Significance end time [ms],49.28889774068742
Centroid time [ms],32.20504459896259
Centroid t-value,7.0001052492566505
Maximum,8.726284366198373
Area above threshold,87.167549305215
Area above x axis,254.1672876292011
