,Cluster 1
alpha,0.05
threshold,5.337882451200084
p value,2.7755575615628914e-15
Significance start time [ms],12.310166157804023
Significance end time [ms],44.70929710915171
Centroid time [ms],28.533797159854
Centroid t-value,7.51407638481725
Maximum,9.147308023725687
Area above threshold,73.79004524711755
Area above x axis,246.73279778644985
