,Cluster 1
alpha,0.05
threshold,4.882227999107318
p value,9.866504275479748e-06
Significance start time [ms],13.901631327201759
Significance end time [ms],33.694525117165675
Centroid time [ms],23.196620108045654
Centroid t-value,7.338276428439962
Maximum,9.170015915182216
Area above threshold,53.912552835372225
Area above x axis,150.54597308009141
