,Cluster 1
alpha,0.05
threshold,4.698546903281718
p value,0.003947773590408876
Significance start time [ms],17.229454071227348
Significance end time [ms],26.803461815840457
Centroid time [ms],21.995747307277068
Centroid t-value,4.781964428399924
Maximum,4.842388551373657
Area above threshold,0.9068690344462098
Area above x axis,45.89079347489332
