,Cluster 1
alpha,0.05
threshold,4.657552998516092
p value,0.0
Significance start time [ms],20.073602449318784
Significance end time [ms],71.66920809487168
Centroid time [ms],46.823732148949965
Centroid t-value,6.510111654208689
Maximum,8.599417548344595
Area above threshold,98.12820545648484
Area above x axis,338.4374732411835
