,Cluster 1
alpha,0.05
threshold,6.429122116497034
p value,2.6777802197841538e-11
Significance start time [ms],20.24776064636577
Significance end time [ms],41.40497329812682
Centroid time [ms],30.95774434540242
Centroid t-value,6.888537455431168
Maximum,7.192089811987646
Area above threshold,10.539719638611416
Area above x axis,146.56202342147924
