,Cluster 1
alpha,0.05
threshold,4.879755764529041
p value,0.0
Significance start time [ms],14.377390261374499
Significance end time [ms],54.87653484066298
Centroid time [ms],34.385278864300155
Centroid t-value,5.824098500519587
Maximum,6.319720015706458
Area above threshold,39.63068623706201
Area above x axis,237.25662045634002
