,Cluster 1
alpha,0.05
threshold,4.669044570093288
p value,1.0788800963723588e-09
Significance start time [ms],19.05583335972006
Significance end time [ms],43.38798235735971
Centroid time [ms],31.053227484695384
Centroid t-value,6.292994253577954
Maximum,7.412665188126953
Area above threshold,42.177201453173666
Area above x axis,155.7850896093039
