,Cluster 1
alpha,0.05
threshold,4.592902810677844
p value,0.0
Significance start time [ms],13.462908077933683
Significance end time [ms],52.638751380755224
Centroid time [ms],33.2528737225997
Centroid t-value,5.698932840597553
Maximum,6.6865880019257355
Area above threshold,45.30374489306675
Area above x axis,225.2345857092706
