,Cluster 1
alpha,0.05
threshold,4.433510171607
p value,9.900713582311482e-11
Significance start time [ms],13.043027979148881
Significance end time [ms],50.20934502092116
Centroid time [ms],29.7257459700728
Centroid t-value,8.439235004464212
Maximum,13.060671897180043
Area above threshold,156.1701878693341
Area above x axis,320.9474325152021
