,Cluster 1
alpha,0.05
threshold,4.379609713399118
p value,1.4184890029245167e-07
Significance start time [ms],25.43710154511889
Significance end time [ms],55.52771258892986
Centroid time [ms],40.72213857751157
Centroid t-value,5.6404971435843
Maximum,6.292473500768488
Area above threshold,40.27382852904341
Area above x axis,172.0589609386327
