,Cluster 1
alpha,0.05
threshold,4.710241702993224
p value,5.351274978693255e-13
Significance start time [ms],17.70239444555908
Significance end time [ms],48.29441133732295
Centroid time [ms],32.695227922814986
Centroid t-value,6.287964722071983
Maximum,7.507311093704277
Area above threshold,52.001478897435334
Area above x axis,196.09727263969467
