,Cluster 1
alpha,0.05
threshold,4.435232788887625
p value,4.1522341120980855e-14
Significance start time [ms],13.988318566757586
Significance end time [ms],53.487772334448664
Centroid time [ms],32.67484326294935
Centroid t-value,12.190599001286378
Maximum,17.16495192880168
Area above threshold,325.62343693329944
Area above x axis,500.8127094269138
