,Cluster 1
alpha,0.05
threshold,5.718289804176662
p value,0.0
Significance start time [ms],11.568649481938102
Significance end time [ms],52.81530302107658
Centroid time [ms],31.867979446383064
Centroid t-value,10.04527589156492
Maximum,11.219746600930344
Area above threshold,185.43711853991135
Area above x axis,421.2974369291741
