,Cluster 1
alpha,0.05
threshold,5.0895993424406765
p value,2.559151945913385e-08
Significance start time [ms],46.11466876151486
Significance end time [ms],65.12735212877192
Centroid time [ms],56.042051561274434
Centroid t-value,6.221194076149341
Maximum,7.103792759808659
Area above threshold,23.72607883212035
Area above x axis,120.49301959614468
