,S1-M1,S2-M3,S3-M5,S4-M7
Dm:,10.3603581990471,9.97166885461499,11.7183571182613,11.0346897343727
Td:,26.59760349590439,25.1786717546544,25.65490887000537,24.258992697993545
Tc:,47.80601512074149,43.46868267118269,50.4689678584558,41.66444522728628
Ts:,156.40454939044693,188.2866633638264,167.83473871065416,176.97196703970047
Tr:,97.76300304764891,127.77476500076504,105.14295549181752,119.38606570636071
P1:,74.40361861664589,68.6473544258371,76.12387672846117,65.92343792527983
P2:,0.7610610997739314,0.5372528325559908,0.7240035851416153,0.5521870373668535
P3:,0.12532081842933798,0.1307333988937485,0.13854419742777027,0.15064779801368763
RDD Max:,0.18919750645707212,0.2718570155614466,0.23792735916233326,0.28939110280412994
RDD Min:,-0.09150943537712308,-0.11881845684828818,-0.09532974460562116,-0.1367091292150846
RDD Peak to Peak:,0.2807069418341952,0.39067547240973477,0.3332571037679544,0.42610023201921454
RDD Max Time:,37.6140350877193,37.764411027568926,35.21553884711779,35.824561403508774
RDD Min Time:,110.82456140350877,223.98496240601503,111.51378446115288,104.40601503759399
Max to Min Time:,73.21052631578947,186.2205513784461,76.2982456140351,68.58145363408522
