,S1-M1,S2-M17,S3-M33,S4-M49
Dm:,8.33890896859914,9.30894564582514,10.799953264548,10.3310158171588
Td:,25.851079165130116,27.099526335816257,26.502746883056314,25.76441975238309
Tc:,34.421909045277765,33.426300077108976,32.16703528026834,32.08360524465489
Ts:,66.5146149157166,67.80079395844541,139.33049987342378,133.97342090078376
Tr:,25.19410055487188,27.82163931792884,97.24658807574666,90.07313567859188
P1:,60.27298821040788,60.525826412925234,58.669782163324655,57.84802499703798
P2:,2.3923453063599314,2.175494611272641,0.6033094150061695,0.6422339420208172
P3:,0.12451710616271167,0.13842109356896778,0.16567230318044865,0.1607300203579812
RDD Max:,0.22826544069140664,0.27669368833083796,0.33302288157521254,0.3161023891481838
RDD Min:,-0.15451434666958974,-0.17568587104370437,-0.16125033481642603,-0.12554639112721233
RDD Peak to Peak:,0.3827797873609964,0.45237955937454233,0.49427321639163857,0.4416487802753961
RDD Max Time:,43.285714285714285,44.095238095238095,41.93483709273183,39.88471177944862
RDD Min Time:,93.13533834586467,90.70426065162907,90.04511278195488,89.20551378446115
Max to Min Time:,49.84962406015038,46.609022556390975,48.11027568922305,49.320802005012524
