,S1-M1,S2-M3,S3-M5,S4-M7
Dm:,6.44226033648397,6.94008364940225,7.26875517806966,7.37723539008656
Td:,22.645687041524955,22.641538314421936,22.959936923609877,22.66508706672723
Tc:,25.773919329692728,25.021813486756642,27.107838032194405,26.937515851775167
Ts:,205.8594069840965,186.41226433275162,180.78410246935223,190.4483679077506
Tr:,74.28334599598605,145.09809876469797,132.6026299724095,140.80672538773442
P1:,48.41960637121768,47.66335180117858,50.06777495580428,49.6026029185024
P2:,0.6518231741181134,0.328490533004661,0.377577541005196,0.3522743873342235
P3:,0.11974558938756942,0.13104565768930201,0.13066048303599126,0.13385410160806868
RDD Max:,0.23821132353307745,0.26469671075329004,0.26160784544198495,0.26313714427048973
RDD Min:,-0.040004559925478134,-0.06263162257499033,-0.04987478453709571,-0.04771341245221805
RDD Peak to Peak:,0.2782158834585556,0.3273283333282804,0.31148262997908066,0.3108505567227078
RDD Max Time:,35.24561403508772,35.774436090225564,34.65413533834587,35.175438596491226
RDD Min Time:,196.69423558897242,76.48621553884712,198.47619047619048,185.4360902255639
Max to Min Time:,161.4486215538847,40.711779448621556,163.82205513784461,150.26065162907267
