,S1-M1,S2-M3,S3-M5,S4-M7
Dm:,7.25420763212268,8.50517568170875,8.40929710163544,8.76550246774003
Td:,26.864355814565897,25.474629563819416,24.3089380155091,23.770821174796396
Tc:,36.196201781873086,32.71426403253754,32.93728095535461,32.113311708592285
Ts:,174.81750117246492,171.85012627863946,175.0027646720767,165.43723527300173
Tr:,128.3518072004655,118.56618886533185,127.32622408709587,117.16641633043635
P1:,63.06055759643898,58.18889359635696,57.24621897086371,55.88413288338868
P2:,0.4913102430879546,0.49077139236083767,0.44960273801652334,0.47696374638430966
P3:,0.1035320193438805,0.1315484388934508,0.13220728857785222,0.1411662275842699
RDD Max:,0.17913456904714167,0.25187648357534176,0.25191056378982024,0.27487880397595466
RDD Min:,-0.0632801842873576,-0.05807091857520419,-0.09702454400031968,-0.09011209434567036
RDD Peak to Peak:,0.24241475333449927,0.30994740215054595,0.3489351077901399,0.364990898321625
RDD Max Time:,36.664160401002505,35.32581453634085,34.335839598997495,33.75438596491228
RDD Min Time:,88.88471177944862,182.5639097744361,88.56390977443608,87.3157894736842
Max to Min Time:,52.22055137844612,147.23809523809524,54.22807017543859,53.561403508771924
