,S1-M1,S2-M3,S3-M5,S4-M7
Dm:,10.3578287965958,9.59893106914735,9.76744233933653,9.11600761625377
Td:,25.44201121976892,24.20929403926138,23.235603035546077,23.374009731529195
Tc:,30.097156717628014,27.710433953416945,27.020816511224737,26.850937797133458
Ts:,147.05812303260018,64.88221341715848,124.88280394669627,57.98136647632581
Tr:,106.30806567420403,26.067613083104035,85.73252414637165,23.054362131779627
P1:,55.53916793739693,51.919727992678325,50.256419546770815,50.22494752866265
P2:,0.5224360690336,1.9917331067926038,0.5862001620408112,2.178544226969929
P3:,0.16784633733519227,0.1663922038160694,0.17491691976229762,0.16335321903415145
RDD Max:,0.323266244825269,0.32688421799086065,0.33796550737163855,0.31800692446067425
RDD Min:,-0.1800533607735133,-0.17722063451944337,-0.16906226501029664,-0.1788340958183312
RDD Peak to Peak:,0.5033196055987823,0.504104852510304,0.5070277723819352,0.49684102027900545
RDD Max Time:,40.72431077694235,37.48621553884712,35.91478696741854,37.285714285714285
RDD Min Time:,90.96491228070175,88.77443609022556,87.88471177944862,86.29573934837093
Max to Min Time:,50.2406015037594,51.288220551378444,51.96992481203008,49.010025062656645
