,S1-M1,S2-M3,S3-M5,S4-M7
Dm:,8.89988834040226,9.70257607825418,9.62854849799143,8.8028246095564
Td:,23.83844927237262,23.32916409607709,23.140673039121165,22.686335132420634
Tc:,31.139719680627408,30.147321744595356,29.22511417746205,25.27196997922427
Ts:,141.20645619814917,130.08950384576258,107.82053509497261,123.29248115687955
Tr:,91.85795250996983,84.48715439452162,63.43011414676549,78.99878782581737
P1:,54.97816895300003,53.476485840672446,52.365787216583215,47.958305111644904
P2:,0.5985128935573972,0.632954041639968,0.8255666558540083,0.6070764682793245
P3:,0.14569236587725523,0.16329267589582802,0.16548388000644879,0.16519645826009524
RDD Max:,0.2974532284712629,0.33264699880948245,0.33976718503782144,0.34515508881495793
RDD Min:,-0.0970432340707596,-0.14163912152068825,-0.14964649941720864,-0.10318447040831469
RDD Peak to Peak:,0.3944964625420225,0.4742861203301707,0.4894136844550301,0.4483395592232726
RDD Max Time:,34.634085213032584,34.335839598997495,34.30576441102757,34.27568922305765
RDD Min Time:,93.19548872180451,90.56390977443608,89.95488721804512,87.29573934837093
Max to Min Time:,58.561403508771924,56.22807017543859,55.64912280701755,53.02005012531328
