,S1-M1,S2-M3,S3-M5,S4-M7
Dm:,7.65348458958579,7.70643783803139,6.9249808527439,7.82226430868758
Td:,24.62636286074062,24.423609006079168,23.832909948412162,24.41266995778566
Tc:,27.283620230788372,27.47926231187666,25.837700153797005,26.21641963138142
Ts:,49.791729690498606,48.72920989592899,45.22829646259554,45.33211766341365
Tr:,17.81676973009138,16.872906046986984,14.935510855170875,14.968058671471226
P1:,51.90998309152899,51.90287131795583,49.67061010220917,50.62908958916708
P2:,2.9135462756672643,3.076107409916159,3.325671989653607,3.382475356384389
P3:,0.13269386195872718,0.13363025740406023,0.1254762676489112,0.13905124376017128
RDD Max:,0.26309238847847305,0.25886997900837505,0.24923476116355503,0.28037130495716833
RDD Min:,-0.18860040116457455,-0.20120405136376007,-0.19955735733456947,-0.22589876866013725
RDD Peak to Peak:,0.4516927896430476,0.4600740303721351,0.4487921184981245,0.5062700736173056
RDD Max Time:,39.42606516290727,38.30576441102757,36.45614035087719,38.37593984962406
RDD Min Time:,78.47619047619048,77.9047619047619,76.07518796992481,76.57393483709274
Max to Min Time:,39.05012531328321,39.59899749373433,39.61904761904762,38.197994987468675
