,Cluster 1
alpha,0.05
threshold,2.8179239698065013
p value,3.752553823233029e-14
Significance start time [ms],11.578462113904282
Significance end time [ms],64.70104400840162
Centroid time [ms],37.673510314858866
Centroid t-value,8.47598550567583
Maximum,10.20143686638447
Area above threshold,310.82757877414394
Area above x axis,460.5229756326569
