,Cluster 1
alpha,0.05
threshold,2.8032013004553917
p value,3.789302205348122e-11
Significance start time [ms],11.905202101058492
Significance end time [ms],60.40163405480509
Centroid time [ms],35.34206119428648
Centroid t-value,7.766608047996849
Maximum,9.22947839464749
Area above threshold,252.95851986681004
Area above x axis,388.9037809869989
