,Cluster 1
alpha,0.05
threshold,2.798760735913162
p value,4.141176290772819e-11
Significance start time [ms],12.748224637274696
Significance end time [ms],61.74139205422441
Centroid time [ms],37.51745495730411
Centroid t-value,9.241733630816457
Maximum,11.491043426762145
Area above threshold,328.2825226916916
Area above x axis,465.4026759862706
