,S1-M2,S2-M4,S3-M6,S4-M8
Dm:,11.9685084690301,11.8376919732125,11.458475176086,12.0314978736454
Td:,21.567987966750472,21.210174680937378,20.728049481086643,20.852770352450463
Tc:,26.80338844529995,24.146029552595536,23.95489571554684,24.012874807100154
Ts:,51.488666835775106,48.58854168856671,47.62041000722777,47.70984897962035
Tr:,16.42548470769796,15.353434492685182,14.975402454901797,15.548731690900965
P1:,48.371376412050424,45.356204233532914,44.68294519663348,44.86564515955062
P2:,2.944897960264193,2.9541406032078306,2.9837558844375307,2.8854858422829275
P3:,0.2226866056150435,0.23489449692561695,0.2307956114597025,0.24135054890603336
RDD Max:,0.43662686800755846,0.4820961641931938,0.47275300970303524,0.48520461412494975
RDD Min:,-0.317306392271135,-0.3395718160454777,-0.33326626740171506,-0.3370716412808932
RDD Peak to Peak:,0.7539332602786935,0.8216679802386715,0.8060192771047503,0.8222762554058429
RDD Max Time:,32.31578947368421,31.32581453634085,30.854636591478698,31.285714285714285
RDD Min Time:,79.24561403508773,76.59398496240601,74.92481203007519,74.9047619047619
Max to Min Time:,46.929824561403514,45.26817042606516,44.07017543859649,43.61904761904761
