,S1-M2,S2-M4,S3-M6,S4-M8
Dm:,10.8383508450191,10.814352273195,10.6604832334519,8.92550155516504
Td:,22.82724974233324,21.745675260502757,21.514488708471088,20.863761519055412
Tc:,25.747902256297568,26.800024391162204,25.745176662920347,25.21385964548919
Ts:,38.86825352397166,41.812181972606226,40.80547599919148,166.08926516427306
Tr:,11.899367828568046,12.883965908803887,13.31666082589414,137.34795168224045
P1:,48.57515199863081,48.54569965166496,47.259665371391435,46.0776211645446
P2:,4.082162405469256,3.7679158727432407,3.5489125982314875,0.3354809489343305
P3:,0.20081287158488237,0.200489788296659,0.20301529506628052,0.1743352021356011
RDD Max:,0.3820294713286856,0.3673651399201536,0.3802963383211373,0.3286842341018277
RDD Min:,-0.39731789659063566,-0.37315942963704174,-0.35832260019431317,-0.25207450817383403
RDD Peak to Peak:,0.7793473679193212,0.7405245695571954,0.7386189385154505,0.5807587422756617
RDD Max Time:,37.365914786967416,34.30576441102757,35.72431077694235,31.984962406015036
RDD Min Time:,69.27568922305764,70.18546365914787,68.13533834586467,66.50375939849624
Max to Min Time:,31.909774436090224,35.8796992481203,32.411027568922314,34.51879699248121
