,S1-M2,S2-M4,S3-M6,S4-M8
Dm:,6.8929124886121,6.9391951128027,6.14445998668518,7.60469767076284
Td:,25.202359698812316,25.766983688745633,23.260444651507456,25.02907226847709
Tc:,24.962768947669275,23.450825401571713,23.40686660914063,24.014163025158158
Ts:,62.48971691202493,70.38720042338032,64.11220589276263,178.31305816807497
Tr:,28.036236528685578,35.42305553375549,30.580660018684426,128.07400929944552
P1:,50.16512864648159,49.217809090317346,46.667311260648084,49.04323529363525
P2:,1.789296098823913,1.3894286743111843,1.5260400276558748,0.382928867159682
P3:,0.12366401536550213,0.12689056495915962,0.11849866295339392,0.1395549837344191
RDD Max:,0.2623111752727061,0.2804202042646087,0.2508392877550278,0.3068257234656129
RDD Min:,-0.12281175923745025,-0.11136183740162409,-0.0961563422506746,-0.07291590838198658
RDD Peak to Peak:,0.38512293451015633,0.39178204166623276,0.3469956300057024,0.37974163184759946
RDD Max Time:,39.18546365914787,38.13533834586466,36.34586466165413,37.30576441102757
RDD Min Time:,81.16541353383458,82.87468671679198,79.28571428571429,241.0952380952381
Max to Min Time:,41.97994987468671,44.739348370927324,42.93984962406016,203.78947368421052
