,S1-M2,S2-M4,S3-M6,S4-M8
Dm:,11.7222175618323,9.44562549199466,9.41584532725631,10.1371455315711
Td:,21.71041550325144,20.741690974415366,20.752038108429804,20.743623539014344
Tc:,26.023498950162967,23.844523941174554,23.87185700886882,24.460184443588766
Ts:,42.484892117701406,36.75061117416759,37.18543722385513,35.462031536429436
Tr:,15.507748572901093,12.295998902054542,12.425486612351307,10.845147133940827
P1:,47.73391445341441,44.58621491558992,44.62389511729862,45.20380798260311
P2:,3.078068633175205,3.62607505667067,3.591319721268794,4.168113850768688
P3:,0.221016774476882,0.19066572389895178,0.18990410344626324,0.20182881455308332
RDD Max:,0.4145133554343383,0.3645800243536357,0.3605739985841794,0.37766217335862784
RDD Min:,-0.3486095105727145,-0.34204225360613805,-0.33823465578852563,-0.40176332696510997
RDD Peak to Peak:,0.7631228660070528,0.7066222779597737,0.698808654372705,0.7794255003237378
RDD Max Time:,37.72431077694235,35.0250626566416,34.553884711779446,35.69423558897243
RDD Min Time:,67.25563909774436,62.634085213032584,62.87468671679198,63.984962406015036
Max to Min Time:,29.53132832080201,27.609022556390983,28.32080200501253,28.290726817042604
