,S1-M9,S2-M25,S3-M41,S4-M57
Dm:,15.3907605658916,14.2817336807415,14.567072019618,13.5165819489018
Td:,25.03212603373504,25.012696853844595,24.253878748541425,25.03247310728303
Tc:,28.62342690331044,26.831536498416405,25.92162680363232,25.31128634504718
Ts:,70.59277937446834,75.07219643586055,64.83103721362279,65.76093058808891
Tr:,38.55356944657993,46.74381712883903,37.26079686376028,38.81849117801204
P1:,53.65555293704548,51.844233352261,50.175505552173746,50.34375945233021
P2:,1.3917142746378115,1.109114243053018,1.3466031264879972,1.2969015004077857
P3:,0.2581593842776113,0.24792651914307434,0.2612901389508415,0.24163717382946767
RDD Max:,0.5435145660767162,0.5461201594770131,0.5612194921066838,0.5547022841263463
RDD Min:,-0.23023861064096351,-0.26604026593414076,-0.30761935524704853,-0.2591897134707146
RDD Peak to Peak:,0.7737531767176797,0.8121604254111539,0.8688388473537323,0.8138919975970609
RDD Max Time:,44.175438596491226,43.31578947368421,41.48621553884712,42.15538847117794
RDD Min Time:,75.67418546365914,71.00501253132832,69.54385964912281,68.7844611528822
Max to Min Time:,31.498746867167917,27.689223057644107,28.05764411027569,26.62907268170426
