,S1-M9,S2-M25,S3-M41,S4-M57
Dm:,8.64568237309985,9.85131302258889,9.02838798430556,9.20624141992425
Td:,21.009212158928587,21.46872183959843,21.699921634507103,19.7637717488543
Tc:,25.786787067648806,25.48246001119702,24.29725877115745,25.17416082105395
Ts:,38.91106672366825,41.55019154855407,37.416953041573855,39.137206443543135
Tr:,10.959034349094026,12.785320022533185,10.546911242776815,11.112444599217724
P1:,46.79599922657739,46.95118185079545,45.99718040566455,44.93793256990825
P2:,4.2700841822296125,3.672272713396884,4.361199155550522,4.0439286035290305
P3:,0.16627733704574144,0.18883830759586703,0.17665320165742904,0.18437913815999885
RDD Max:,0.299070534299696,0.3553343452288513,0.3428125737856491,0.3336010229290698
RDD Min:,-0.35604592856741313,-0.3343737395075266,-0.39532344630275773,-0.374237290008562
RDD Peak to Peak:,0.6551164628671091,0.6897080847363779,0.7381360200884068,0.7078383129376318
RDD Max Time:,32.30576441102757,33.9749373433584,34.00501253132832,30.43609022556391
RDD Min Time:,72.06516290726817,71.72431077694236,71.40601503759399,70.43609022556392
Max to Min Time:,39.75939849624061,37.74937343358396,37.40100250626567,40.00000000000001
